SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2015
50,4,8,16,29,Idaho,Caribou County,6770
50,4,8,16,31,Idaho,Cassia County,23506
50,4,8,16,33,Idaho,Clark County,880
50,4,8,16,35,Idaho,Clearwater County,8496
50,4,8,16,37,Idaho,Custer County,4087
50,4,8,16,39,Idaho,Elmore County,25876
50,4,8,16,41,Idaho,Franklin County,13074
50,4,8,16,43,Idaho,Fremont County,12819
50,4,8,16,45,Idaho,Gem County,16852
50,4,8,16,47,Idaho,Gooding County,15284
50,4,8,16,49,Idaho,Idaho County,16272
50,4,8,16,51,Idaho,Jefferson County,27157
50,4,8,16,53,Idaho,Jerome County,22814
50,4,8,16,55,Idaho,Kootenai County,150346
50,4,8,16,57,Idaho,Latah County,38778
50,4,8,16,59,Idaho,Lemhi County,7735
50,4,8,16,61,Idaho,Lewis County,3789
50,4,8,16,63,Idaho,Lincoln County,5297
50,4,8,16,65,Idaho,Madison County,38273
50,4,8,16,67,Idaho,Minidoka County,20461
50,4,8,16,69,Idaho,Nez Perce County,40048
50,4,8,16,71,Idaho,Oneida County,4281
50,4,8,16,73,Idaho,Owyhee County,11310
50,4,8,16,75,Idaho,Payette County,22896
50,4,8,16,77,Idaho,Power County,7648
50,4,8,16,79,Idaho,Shoshone County,12432
50,4,8,16,81,Idaho,Teton County,10564
50,4,8,16,83,Idaho,Twin Falls County,82375
50,4,8,16,85,Idaho,Valley County,10103
50,4,8,16,87,Idaho,Washington County,9984
40,2,3,17,0,Illinois,Illinois,12859995
50,2,3,17,1,Illinois,Adams County,67013
50,2,3,17,3,Illinois,Alexander County,6780
50,2,3,17,5,Illinois,Bond County,16950
50,2,3,17,7,Illinois,Boone County,53585
50,2,3,17,9,Illinois,Brown County,6829
50,2,3,17,11,Illinois,Bureau County,33587
50,2,3,17,13,Illinois,Calhoun County,4899
50,2,3,17,15,Illinois,Carroll County,14616
50,2,3,17,17,Illinois,Cass County,12847
50,2,3,17,19,Illinois,Champaign County,208861
50,2,3,17,21,Illinois,Christian County,33642
50,2,3,17,23,Illinois,Clark County,15979
50,2,3,17,25,Illinois,Clay County,13428
50,2,3,17,27,Illinois,Clinton County,37786
50,2,3,17,29,Illinois,Coles County,52521
50,2,3,17,31,Illinois,Cook County,5238216
50,2,3,17,33,Illinois,Crawford County,19414
50,2,3,17,35,Illinois,Cumberland County,10898
50,2,3,17,37,Illinois,DeKalb County,104352
50,2,3,17,39,Illinois,De Witt County,16247
50,2,3,17,41,Illinois,Douglas County,19823
50,2,3,17,43,Illinois,DuPage County,933736
50,2,3,17,45,Illinois,Edgar County,17664
50,2,3,17,47,Illinois,Edwards County,6534
50,2,3,17,49,Illinois,Effingham County,34371
50,2,3,17,51,Illinois,Fayette County,22043
50,2,3,17,53,Illinois,Ford County,13736
50,2,3,17,55,Illinois,Franklin County,39485
50,2,3,17,57,Illinois,Fulton County,35699
50,2,3,17,59,Illinois,Gallatin County,5265
50,2,3,17,61,Illinois,Greene County,13241
50,2,3,17,63,Illinois,Grundy County,50541
50,2,3,17,65,Illinois,Hamilton County,8200
50,2,3,17,67,Illinois,Hancock County,18543
50,2,3,17,69,Illinois,Hardin County,4135
50,2,3,17,71,Illinois,Henderson County,6995
50,2,3,17,73,Illinois,Henry County,49489
50,2,3,17,75,Illinois,Iroquois County,28672
50,2,3,17,77,Illinois,Jackson County,59362
50,2,3,17,79,Illinois,Jasper County,9607
50,2,3,17,81,Illinois,Jefferson County,38353
50,2,3,17,83,Illinois,Jersey County,22372
50,2,3,17,85,Illinois,Jo Daviess County,22086
50,2,3,17,87,Illinois,Johnson County,12762
50,2,3,17,89,Illinois,Kane County,530847
50,2,3,17,91,Illinois,Kankakee County,110879
50,2,3,17,93,Illinois,Kendall County,123355
50,2,3,17,95,Illinois,Knox County,51441
50,2,3,17,97,Illinois,Lake County,703910
50,2,3,17,99,Illinois,LaSalle County,111333
50,2,3,17,101,Illinois,Lawrence County,16491
50,2,3,17,103,Illinois,Lee County,34584
50,2,3,17,105,Illinois,Livingston County,36671
50,2,3,17,107,Illinois,Logan County,29494
50,2,3,17,109,Illinois,McDonough County,31333
50,2,3,17,111,Illinois,McHenry County,307343
50,2,3,17,113,Illinois,McLean County,173166
50,2,3,17,115,Illinois,Macon County,107303
50,2,3,17,117,Illinois,Macoupin County,46045
50,2,3,17,119,Illinois,Madison County,266209
50,2,3,17,121,Illinois,Marion County,38339
50,2,3,17,123,Illinois,Marshall County,11982
50,2,3,17,125,Illinois,Mason County,13701
50,2,3,17,127,Illinois,Massac County,14766
50,2,3,17,129,Illinois,Menard County,12444
50,2,3,17,131,Illinois,Mercer County,15858
50,2,3,17,133,Illinois,Monroe County,33879
50,2,3,17,135,Illinois,Montgomery County,28898
50,2,3,17,137,Illinois,Morgan County,34828
50,2,3,17,139,Illinois,Moultrie County,14931
50,2,3,17,141,Illinois,Ogle County,51659
50,2,3,17,143,Illinois,Peoria County,186221
50,2,3,17,145,Illinois,Perry County,21543
50,2,3,17,147,Illinois,Piatt County,16387
50,2,3,17,149,Illinois,Pike County,15989
50,2,3,17,151,Illinois,Pope County,4226
50,2,3,17,153,Illinois,Pulaski County,5678
50,2,3,17,155,Illinois,Putnam County,5644
50,2,3,17,157,Illinois,Randolph County,32852
50,2,3,17,159,Illinois,Richland County,16029
50,2,3,17,161,Illinois,Rock Island County,146133
50,2,3,17,163,Illinois,St. Clair County,264052
50,2,3,17,165,Illinois,Saline County,24548
50,2,3,17,167,Illinois,Sangamon County,198712
50,2,3,17,169,Illinois,Schuyler County,7032
50,2,3,17,171,Illinois,Scott County,5092
50,2,3,17,173,Illinois,Shelby County,21775
50,2,3,17,175,Illinois,Stark County,5788
50,2,3,17,177,Illinois,Stephenson County,45749
50,2,3,17,179,Illinois,Tazewell County,134800
50,2,3,17,181,Illinois,Union County,17408
50,2,3,17,183,Illinois,Vermilion County,79282
50,2,3,17,185,Illinois,Wabash County,11542
50,2,3,17,187,Illinois,Warren County,17527
50,2,3,17,189,Illinois,Washington County,14270
50,2,3,17,191,Illinois,Wayne County,16423
50,2,3,17,193,Illinois,White County,14327
50,2,3,17,195,Illinois,Whiteside County,57079
50,2,3,17,197,Illinois,Will County,687263
50,2,3,17,199,Illinois,Williamson County,67466
50,2,3,17,201,Illinois,Winnebago County,287078
50,2,3,17,203,Illinois,Woodford County,39227
40,2,3,18,0,Indiana,Indiana,6619680
50,2,3,18,1,Indiana,Adams County,34980
50,2,3,18,3,Indiana,Allen County,368450
50,2,3,18,5,Indiana,Bartholomew County,81162
50,2,3,18,7,Indiana,Benton County,8681
50,2,3,18,9,Indiana,Blackford County,12298
50,2,3,18,11,Indiana,Boone County,63344
50,2,3,18,13,Indiana,Brown County,14977
50,2,3,18,15,Indiana,Carroll County,19856
50,2,3,18,17,Indiana,Cass County,37979
50,2,3,18,19,Indiana,Clark County,115371
50,2,3,18,21,Indiana,Clay County,26503
50,2,3,18,23,Indiana,Clinton County,32609
50,2,3,18,25,Indiana,Crawford County,10483
50,2,3,18,27,Indiana,Daviess County,32906
50,2,3,18,29,Indiana,Dearborn County,49455
50,2,3,18,31,Indiana,Decatur County,26521
50,2,3,18,33,Indiana,DeKalb County,42589
50,2,3,18,35,Indiana,Delaware County,116852
50,2,3,18,37,Indiana,Dubois County,42461
50,2,3,18,39,Indiana,Elkhart County,203474
50,2,3,18,41,Indiana,Fayette County,23434
50,2,3,18,43,Indiana,Floyd County,76778
50,2,3,18,45,Indiana,Fountain County,16591
50,2,3,18,47,Indiana,Franklin County,22872
50,2,3,18,49,Indiana,Fulton County,20315
50,2,3,18,51,Indiana,Gibson County,33775
50,2,3,18,53,Indiana,Grant County,67979
50,2,3,18,55,Indiana,Greene County,32441
50,2,3,18,57,Indiana,Hamilton County,309697
50,2,3,18,59,Indiana,Hancock County,72520
50,2,3,18,61,Indiana,Harrison County,39578
50,2,3,18,63,Indiana,Hendricks County,158192
50,2,3,18,65,Indiana,Henry County,48985
50,2,3,18,67,Indiana,Howard County,82556
50,2,3,18,69,Indiana,Huntington County,36630
50,2,3,18,71,Indiana,Jackson County,44069
50,2,3,18,73,Indiana,Jasper County,33470
50,2,3,18,75,Indiana,Jay County,21121
50,2,3,18,77,Indiana,Jefferson County,32416
50,2,3,18,79,Indiana,Jennings County,27897
50,2,3,18,81,Indiana,Johnson County,149633
50,2,3,18,83,Indiana,Knox County,37927
50,2,3,18,85,Indiana,Kosciusko County,78620
50,2,3,18,87,Indiana,LaGrange County,38809
50,2,3,18,89,Indiana,Lake County,487865
50,2,3,18,91,Indiana,LaPorte County,110884
50,2,3,18,93,Indiana,Lawrence County,45495
50,2,3,18,95,Indiana,Madison County,129723
50,2,3,18,97,Indiana,Marion County,939020
50,2,3,18,99,Indiana,Marshall County,46857
50,2,3,18,101,Indiana,Martin County,10226
50,2,3,18,103,Indiana,Miami County,35862
50,2,3,18,105,Indiana,Monroe County,144705
50,2,3,18,107,Indiana,Montgomery County,38227
50,2,3,18,109,Indiana,Morgan County,69648
50,2,3,18,111,Indiana,Newton County,14008
50,2,3,18,113,Indiana,Noble County,47733
50,2,3,18,115,Indiana,Ohio County,5938
50,2,3,18,117,Indiana,Orange County,19605
50,2,3,18,119,Indiana,Owen County,20872
50,2,3,18,121,Indiana,Parke County,16901
50,2,3,18,123,Indiana,Perry County,19347
50,2,3,18,125,Indiana,Pike County,12594
50,2,3,18,127,Indiana,Porter County,167688
50,2,3,18,129,Indiana,Posey County,25512
50,2,3,18,131,Indiana,Pulaski County,12889
50,2,3,18,133,Indiana,Putnam County,37585
50,2,3,18,135,Indiana,Randolph County,25172
50,2,3,18,137,Indiana,Ripley County,28701
50,2,3,18,139,Indiana,Rush County,16672
50,2,3,18,141,Indiana,St. Joseph County,268441
50,2,3,18,143,Indiana,Scott County,23744
50,2,3,18,145,Indiana,Shelby County,44478
50,2,3,18,147,Indiana,Spencer County,20715
50,2,3,18,149,Indiana,Starke County,22958
50,2,3,18,151,Indiana,Steuben County,34372
50,2,3,18,153,Indiana,Sullivan County,20928
50,2,3,18,155,Indiana,Switzerland County,10524
50,2,3,18,157,Indiana,Tippecanoe County,185826
50,2,3,18,159,Indiana,Tipton County,15267
50,2,3,18,161,Indiana,Union County,7182
50,2,3,18,163,Indiana,Vanderburgh County,181877
50,2,3,18,165,Indiana,Vermillion County,15692
50,2,3,18,167,Indiana,Vigo County,107896
50,2,3,18,169,Indiana,Wabash County,32138
50,2,3,18,171,Indiana,Warren County,8269
50,2,3,18,173,Indiana,Warrick County,61897
50,2,3,18,175,Indiana,Washington County,27827
50,2,3,18,177,Indiana,Wayne County,67001
50,2,3,18,179,Indiana,Wells County,27964
50,2,3,18,181,Indiana,White County,24293
50,2,3,18,183,Indiana,Whitley County,33406
40,2,4,19,0,Iowa,Iowa,3123899
50,2,4,19,1,Iowa,Adair County,7228
50,2,4,19,3,Iowa,Adams County,3796
50,2,4,19,5,Iowa,Allamakee County,13886
50,2,4,19,7,Iowa,Appanoose County,12529
50,2,4,19,9,Iowa,Audubon County,5773
50,2,4,19,11,Iowa,Benton County,25658
50,2,4,19,13,Iowa,Black Hawk County,133455
50,2,4,19,15,Iowa,Boone County,26643
50,2,4,19,17,Iowa,Bremer County,24722
50,2,4,19,19,Iowa,Buchanan County,21062
50,2,4,19,21,Iowa,Buena Vista County,20493
50,2,4,19,23,Iowa,Butler County,14915
50,2,4,19,25,Iowa,Calhoun County,9818
50,2,4,19,27,Iowa,Carroll County,20498
50,2,4,19,29,Iowa,Cass County,13427
50,2,4,19,31,Iowa,Cedar County,18340
50,2,4,19,33,Iowa,Cerro Gordo County,43017
50,2,4,19,35,Iowa,Cherokee County,11574
50,2,4,19,37,Iowa,Chickasaw County,12097
50,2,4,19,39,Iowa,Clarke County,9259
50,2,4,19,41,Iowa,Clay County,16507
50,2,4,19,43,Iowa,Clayton County,17644
50,2,4,19,45,Iowa,Clinton County,47768
50,2,4,19,47,Iowa,Crawford County,17094
50,2,4,19,49,Iowa,Dallas County,80133
50,2,4,19,51,Iowa,Davis County,8769
50,2,4,19,53,Iowa,Decatur County,8220
50,2,4,19,55,Iowa,Delaware County,17403
50,2,4,19,57,Iowa,Des Moines County,40055
50,2,4,19,59,Iowa,Dickinson County,17111
50,2,4,19,61,Iowa,Dubuque County,97125
50,2,4,19,63,Iowa,Emmet County,9769
50,2,4,19,65,Iowa,Fayette County,20257
50,2,4,19,67,Iowa,Floyd County,15960
50,2,4,19,69,Iowa,Franklin County,10295
50,2,4,19,71,Iowa,Fremont County,6906
50,2,4,19,73,Iowa,Greene County,9027
50,2,4,19,75,Iowa,Grundy County,12435
50,2,4,19,77,Iowa,Guthrie County,10676
50,2,4,19,79,Iowa,Hamilton County,15190
50,2,4,19,81,Iowa,Hancock County,10974
50,2,4,19,83,Iowa,Hardin County,17367
50,2,4,19,85,Iowa,Harrison County,14265
50,2,4,19,87,Iowa,Henry County,19950
50,2,4,19,89,Iowa,Howard County,9410
50,2,4,19,91,Iowa,Humboldt County,9555
50,2,4,19,93,Iowa,Ida County,7028
50,2,4,19,95,Iowa,Iowa County,16401
50,2,4,19,97,Iowa,Jackson County,19444
50,2,4,19,99,Iowa,Jasper County,36827
50,2,4,19,101,Iowa,Jefferson County,17555
50,2,4,19,103,Iowa,Johnson County,144251
50,2,4,19,105,Iowa,Jones County,20466
50,2,4,19,107,Iowa,Keokuk County,10163
50,2,4,19,109,Iowa,Kossuth County,15165
50,2,4,19,111,Iowa,Lee County,35089
50,2,4,19,113,Iowa,Linn County,219916
50,2,4,19,115,Iowa,Louisa County,11185
50,2,4,19,117,Iowa,Lucas County,8682
50,2,4,19,119,Iowa,Lyon County,11745
50,2,4,19,121,Iowa,Madison County,15753
50,2,4,19,123,Iowa,Mahaska County,22324
50,2,4,19,125,Iowa,Marion County,33294
50,2,4,19,127,Iowa,Marshall County,40746
50,2,4,19,129,Iowa,Mills County,14844
50,2,4,19,131,Iowa,Mitchell County,10832
50,2,4,19,133,Iowa,Monona County,8979
50,2,4,19,135,Iowa,Monroe County,7973
50,2,4,19,137,Iowa,Montgomery County,10234
50,2,4,19,139,Iowa,Muscatine County,43011
50,2,4,19,141,Iowa,O'Brien County,13984
50,2,4,19,143,Iowa,Osceola County,6154
50,2,4,19,145,Iowa,Page County,15527
50,2,4,19,147,Iowa,Palo Alto County,9133
50,2,4,19,149,Iowa,Plymouth County,24800
50,2,4,19,151,Iowa,Pocahontas County,7008
50,2,4,19,153,Iowa,Polk County,467711
50,2,4,19,155,Iowa,Pottawattamie County,93671
50,2,4,19,157,Iowa,Poweshiek County,18550
50,2,4,19,159,Iowa,Ringgold County,5068
50,2,4,19,161,Iowa,Sac County,10021
50,2,4,19,163,Iowa,Scott County,172126
50,2,4,19,165,Iowa,Shelby County,11927
50,2,4,19,167,Iowa,Sioux County,34937
50,2,4,19,169,Iowa,Story County,96021
50,2,4,19,171,Iowa,Tama County,17337
50,2,4,19,173,Iowa,Taylor County,6205
50,2,4,19,175,Iowa,Union County,12469
50,2,4,19,177,Iowa,Van Buren County,7344
50,2,4,19,179,Iowa,Wapello County,35173
50,2,4,19,181,Iowa,Warren County,48626
50,2,4,19,183,Iowa,Washington County,22247
50,2,4,19,185,Iowa,Wayne County,6385
50,2,4,19,187,Iowa,Webster County,37071
50,2,4,19,189,Iowa,Winnebago County,10609
50,2,4,19,191,Iowa,Winneshiek County,20709
50,2,4,19,193,Iowa,Woodbury County,102782
50,2,4,19,195,Iowa,Worth County,7569
50,2,4,19,197,Iowa,Wright County,12773
40,2,4,20,0,Kansas,Kansas,2911641
50,2,4,20,1,Kansas,Allen County,12717
50,2,4,20,3,Kansas,Anderson County,7808
50,2,4,20,5,Kansas,Atchison County,16398
50,2,4,20,7,Kansas,Barber County,4823
50,2,4,20,9,Kansas,Barton County,27103
50,2,4,20,11,Kansas,Bourbon County,14712
50,2,4,20,13,Kansas,Brown County,9776
50,2,4,20,15,Kansas,Butler County,66741
50,2,4,20,17,Kansas,Chase County,2679
50,2,4,20,19,Kansas,Chautauqua County,3402
50,2,4,20,21,Kansas,Cherokee County,20533
50,2,4,20,23,Kansas,Cheyenne County,2679
50,2,4,20,25,Kansas,Clark County,2096
50,2,4,20,27,Kansas,Clay County,8347
50,2,4,20,29,Kansas,Cloud County,9219
50,2,4,20,31,Kansas,Coffey County,8384
50,2,4,20,33,Kansas,Comanche County,1843
50,2,4,20,35,Kansas,Cowley County,35788
50,2,4,20,37,Kansas,Crawford County,39217
50,2,4,20,39,Kansas,Decatur County,2932
50,2,4,20,41,Kansas,Dickinson County,19303
50,2,4,20,43,Kansas,Doniphan County,7797
50,2,4,20,45,Kansas,Douglas County,118053
50,2,4,20,47,Kansas,Edwards County,2968
50,2,4,20,49,Kansas,Elk County,2605
50,2,4,20,51,Kansas,Ellis County,29029
50,2,4,20,53,Kansas,Ellsworth County,6343
50,2,4,20,55,Kansas,Finney County,37118
50,2,4,20,57,Kansas,Ford County,34536
50,2,4,20,59,Kansas,Franklin County,25609
50,2,4,20,61,Kansas,Geary County,37030
50,2,4,20,63,Kansas,Gove County,2640
50,2,4,20,65,Kansas,Graham County,2591
50,2,4,20,67,Kansas,Grant County,7733
50,2,4,20,69,Kansas,Gray County,6133
50,2,4,20,71,Kansas,Greeley County,1330
50,2,4,20,73,Kansas,Greenwood County,6244
50,2,4,20,75,Kansas,Hamilton County,2474
50,2,4,20,77,Kansas,Harper County,5817
50,2,4,20,79,Kansas,Harvey County,35073
50,2,4,20,81,Kansas,Haskell County,4064
50,2,4,20,83,Kansas,Hodgeman County,1893
50,2,4,20,85,Kansas,Jackson County,13338
50,2,4,20,87,Kansas,Jefferson County,18930
50,2,4,20,89,Kansas,Jewell County,2970
50,2,4,20,91,Kansas,Johnson County,580159
50,2,4,20,93,Kansas,Kearny County,3956
50,2,4,20,95,Kansas,Kingman County,7687
50,2,4,20,97,Kansas,Kiowa County,2564
50,2,4,20,99,Kansas,Labette County,20803
50,2,4,20,101,Kansas,Lane County,1670
50,2,4,20,103,Kansas,Leavenworth County,79315
50,2,4,20,105,Kansas,Lincoln County,3105
50,2,4,20,107,Kansas,Linn County,9536
50,2,4,20,109,Kansas,Logan County,2825
50,2,4,20,111,Kansas,Lyon County,33339
50,2,4,20,113,Kansas,McPherson County,28941
50,2,4,20,115,Kansas,Marion County,12103
50,2,4,20,117,Kansas,Marshall County,9936
50,2,4,20,119,Kansas,Meade County,4330
50,2,4,20,121,Kansas,Miami County,32553
50,2,4,20,123,Kansas,Mitchell County,6282
50,2,4,20,125,Kansas,Montgomery County,33314
50,2,4,20,127,Kansas,Morris County,5645
50,2,4,20,129,Kansas,Morton County,3007
50,2,4,20,131,Kansas,Nemaha County,10227
50,2,4,20,133,Kansas,Neosho County,16346
50,2,4,20,135,Kansas,Ness County,3005
50,2,4,20,137,Kansas,Norton County,5550
50,2,4,20,139,Kansas,Osage County,15847
50,2,4,20,141,Kansas,Osborne County,3683
50,2,4,20,143,Kansas,Ottawa County,5975
50,2,4,20,145,Kansas,Pawnee County,6838
50,2,4,20,147,Kansas,Phillips County,5428
50,2,4,20,149,Kansas,Pottawatomie County,23298
50,2,4,20,151,Kansas,Pratt County,9691
50,2,4,20,153,Kansas,Rawlins County,2506
50,2,4,20,155,Kansas,Reno County,63718
50,2,4,20,157,Kansas,Republic County,4725
50,2,4,20,159,Kansas,Rice County,9977
50,2,4,20,161,Kansas,Riley County,75247
50,2,4,20,163,Kansas,Rooks County,5174
50,2,4,20,165,Kansas,Rush County,3130
50,2,4,20,167,Kansas,Russell County,7039
50,2,4,20,169,Kansas,Saline County,55691
50,2,4,20,171,Kansas,Scott County,4964
50,2,4,20,173,Kansas,Sedgwick County,511574
50,2,4,20,175,Kansas,Seward County,23152
50,2,4,20,177,Kansas,Shawnee County,178725
50,2,4,20,179,Kansas,Sheridan County,2512
50,2,4,20,181,Kansas,Sherman County,5983
50,2,4,20,183,Kansas,Smith County,3704
50,2,4,20,185,Kansas,Stafford County,4236
50,2,4,20,187,Kansas,Stanton County,2072
50,2,4,20,189,Kansas,Stevens County,5806
50,2,4,20,191,Kansas,Sumner County,23535
50,2,4,20,193,Kansas,Thomas County,7904
50,2,4,20,195,Kansas,Trego County,2927
50,2,4,20,197,Kansas,Wabaunsee County,6951
50,2,4,20,199,Kansas,Wallace County,1518
50,2,4,20,201,Kansas,Washington County,5598
50,2,4,20,203,Kansas,Wichita County,2157
50,2,4,20,205,Kansas,Wilson County,8856
50,2,4,20,207,Kansas,Woodson County,3115
50,2,4,20,209,Kansas,Wyandotte County,163369
40,3,6,21,0,Kentucky,Kentucky,4425092
50,3,6,21,1,Kentucky,Adair County,19027
50,3,6,21,3,Kentucky,Allen County,20640
50,3,6,21,5,Kentucky,Anderson County,21979
50,3,6,21,7,Kentucky,Ballard County,8212
50,3,6,21,9,Kentucky,Barren County,43570
50,3,6,21,11,Kentucky,Bath County,12228
50,3,6,21,13,Kentucky,Bell County,27337
50,3,6,21,15,Kentucky,Boone County,127712
50,3,6,21,17,Kentucky,Bourbon County,20116
50,3,6,21,19,Kentucky,Boyd County,48325
50,3,6,21,21,Kentucky,Boyle County,29809
50,3,6,21,23,Kentucky,Bracken County,8321
50,3,6,21,25,Kentucky,Breathitt County,13484
50,3,6,21,27,Kentucky,Breckinridge County,20018
50,3,6,21,29,Kentucky,Bullitt County,78702
50,3,6,21,31,Kentucky,Butler County,12938
50,3,6,21,33,Kentucky,Caldwell County,12681
50,3,6,21,35,Kentucky,Calloway County,38343
50,3,6,21,37,Kentucky,Campbell County,92066
50,3,6,21,39,Kentucky,Carlisle County,4874
50,3,6,21,41,Kentucky,Carroll County,10699
50,3,6,21,43,Kentucky,Carter County,27158
50,3,6,21,45,Kentucky,Casey County,15808
50,3,6,21,47,Kentucky,Christian County,73309
50,3,6,21,49,Kentucky,Clark County,35757
50,3,6,21,51,Kentucky,Clay County,21013
50,3,6,21,53,Kentucky,Clinton County,10174
50,3,6,21,55,Kentucky,Crittenden County,9183
50,3,6,21,57,Kentucky,Cumberland County,6759
50,3,6,21,59,Kentucky,Daviess County,99259
50,3,6,21,61,Kentucky,Edmonson County,12007
50,3,6,21,63,Kentucky,Elliott County,7648
50,3,6,21,65,Kentucky,Estill County,14375
50,3,6,21,67,Kentucky,Fayette County,314488
50,3,6,21,69,Kentucky,Fleming County,14637
50,3,6,21,71,Kentucky,Floyd County,37756
50,3,6,21,73,Kentucky,Franklin County,50375
50,3,6,21,75,Kentucky,Fulton County,6238
50,3,6,21,77,Kentucky,Gallatin County,8636
50,3,6,21,79,Kentucky,Garrard County,17237
50,3,6,21,81,Kentucky,Grant County,24757
50,3,6,21,83,Kentucky,Graves County,37421
50,3,6,21,85,Kentucky,Grayson County,26221
50,3,6,21,87,Kentucky,Green County,11010
50,3,6,21,89,Kentucky,Greenup County,36068
50,3,6,21,91,Kentucky,Hancock County,8692
50,3,6,21,93,Kentucky,Hardin County,106439
50,3,6,21,95,Kentucky,Harlan County,27703
50,3,6,21,97,Kentucky,Harrison County,18763
50,3,6,21,99,Kentucky,Hart County,18454
50,3,6,21,101,Kentucky,Henderson County,46407
50,3,6,21,103,Kentucky,Henry County,15620
50,3,6,21,105,Kentucky,Hickman County,4612
50,3,6,21,107,Kentucky,Hopkins County,46222
50,3,6,21,109,Kentucky,Jackson County,13352
50,3,6,21,111,Kentucky,Jefferson County,763623
50,3,6,21,113,Kentucky,Jessamine County,51961
50,3,6,21,115,Kentucky,Johnson County,23175
50,3,6,21,117,Kentucky,Kenton County,165012
50,3,6,21,119,Kentucky,Knott County,15693
50,3,6,21,121,Kentucky,Knox County,31730
50,3,6,21,123,Kentucky,Larue County,14241
50,3,6,21,125,Kentucky,Laurel County,60094
50,3,6,21,127,Kentucky,Lawrence County,15745
50,3,6,21,129,Kentucky,Lee County,6752
50,3,6,21,131,Kentucky,Leslie County,10711
50,3,6,21,133,Kentucky,Letcher County,23123
50,3,6,21,135,Kentucky,Lewis County,13682
50,3,6,21,137,Kentucky,Lincoln County,24463
50,3,6,21,139,Kentucky,Livingston County,9316
50,3,6,21,141,Kentucky,Logan County,26910
50,3,6,21,143,Kentucky,Lyon County,8306
50,3,6,21,145,Kentucky,McCracken County,65018
50,3,6,21,147,Kentucky,McCreary County,17878
50,3,6,21,149,Kentucky,McLean County,9512
50,3,6,21,151,Kentucky,Madison County,87824
50,3,6,21,153,Kentucky,Magoffin County,12808
50,3,6,21,155,Kentucky,Marion County,19365
50,3,6,21,157,Kentucky,Marshall County,31101
50,3,6,21,159,Kentucky,Martin County,12307
50,3,6,21,161,Kentucky,Mason County,17099
50,3,6,21,163,Kentucky,Meade County,27924
50,3,6,21,165,Kentucky,Menifee County,6358
50,3,6,21,167,Kentucky,Mercer County,21407
50,3,6,21,169,Kentucky,Metcalfe County,9909
50,3,6,21,171,Kentucky,Monroe County,10667
50,3,6,21,173,Kentucky,Montgomery County,27608
50,3,6,21,175,Kentucky,Morgan County,13275
50,3,6,21,177,Kentucky,Muhlenberg County,31183
50,3,6,21,179,Kentucky,Nelson County,45126
50,3,6,21,181,Kentucky,Nicholas County,7131
50,3,6,21,183,Kentucky,Ohio County,24216
50,3,6,21,185,Kentucky,Oldham County,64875
50,3,6,21,187,Kentucky,Owen County,10730
50,3,6,21,189,Kentucky,Owsley County,4461
50,3,6,21,191,Kentucky,Pendleton County,14408
50,3,6,21,193,Kentucky,Perry County,27565
50,3,6,21,195,Kentucky,Pike County,61792
50,3,6,21,197,Kentucky,Powell County,12269
50,3,6,21,199,Kentucky,Pulaski County,63782
50,3,6,21,201,Kentucky,Robertson County,2138
50,3,6,21,203,Kentucky,Rockcastle County,16942
50,3,6,21,205,Kentucky,Rowan County,23892
50,3,6,21,207,Kentucky,Russell County,17662
50,3,6,21,209,Kentucky,Scott County,52420
50,3,6,21,211,Kentucky,Shelby County,45632
50,3,6,21,213,Kentucky,Simpson County,18006
50,3,6,21,215,Kentucky,Spencer County,17894
50,3,6,21,217,Kentucky,Taylor County,25420
50,3,6,21,219,Kentucky,Todd County,12531
50,3,6,21,221,Kentucky,Trigg County,14233
50,3,6,21,223,Kentucky,Trimble County,8769
50,3,6,21,225,Kentucky,Union County,15050
50,3,6,21,227,Kentucky,Warren County,122851
50,3,6,21,229,Kentucky,Washington County,12063
50,3,6,21,231,Kentucky,Wayne County,20464
50,3,6,21,233,Kentucky,Webster County,13170
50,3,6,21,235,Kentucky,Whitley County,36129
50,3,6,21,237,Kentucky,Wolfe County,7259
50,3,6,21,239,Kentucky,Woodford County,25793
40,3,7,22,0,Louisiana,Louisiana,4670724
50,3,7,22,1,Louisiana,Acadia Parish,62577
50,3,7,22,3,Louisiana,Allen Parish,25683
50,3,7,22,5,Louisiana,Ascension Parish,119455
50,3,7,22,7,Louisiana,Assumption Parish,22842
50,3,7,22,9,Louisiana,Avoyelles Parish,41103
50,3,7,22,11,Louisiana,Beauregard Parish,36462
50,3,7,22,13,Louisiana,Bienville Parish,13786
50,3,7,22,15,Louisiana,Bossier Parish,125175
50,3,7,22,17,Louisiana,Caddo Parish,251460
50,3,7,22,19,Louisiana,Calcasieu Parish,198788
50,3,7,22,21,Louisiana,Caldwell Parish,9993
50,3,7,22,23,Louisiana,Cameron Parish,6817
50,3,7,22,25,Louisiana,Catahoula Parish,10147
50,3,7,22,27,Louisiana,Claiborne Parish,16295
50,3,7,22,29,Louisiana,Concordia Parish,20142
50,3,7,22,31,Louisiana,De Soto Parish,27052
50,3,7,22,33,Louisiana,East Baton Rouge Parish,446753
50,3,7,22,35,Louisiana,East Carroll Parish,7307
50,3,7,22,37,Louisiana,East Feliciana Parish,19696
50,3,7,22,39,Louisiana,Evangeline Parish,33743
